postcode,state,primary_suburb,all_suburbs
2628,NSW,"AVONSIDE","AVONSIDE|BELOKA|BERRIDALE|BRAEMAR BAY|SA 5417|COOTRALANTRA|DALGETY|QLD 4520 EUCUMBENE|VIC 3268 HILL TOP|JIMENBUEN|NIMMO|PAUPONG|ROCKY PLAIN|SNOWY PLAIN"
2629,NSW,"ANGLERS REACH","ANGLERS REACH|ADAMINABY|BOLARO|BROKEN DAM|CABRAMURRA|GOOANDRA|KIANDRA|LONG PLAIN|OLD ADAMINABY|NUNGAR|TANTANGARA|TOLBAR|YAOUK"
2630,NSW,"ARABLE","ARABLE|BADJA|BILLILINGRA|BOBUNDARA|BINJURA|BUCKENDERRA|BUNGARBY|BUNYAN|CARLAMINDA|CARTWRIGHTS HILL CHAKOLA|COOLRINGDON|COOMA|COUNTEGANY|DANGELONG|SA 5113|DRY PLAIN|FRYING PAN|QLD 4680 GLEN FERGUS|QLD 4068 IRONMUNGY|JERANGLE|MAFFRA|MIDDLE FLAT|MIDDLINGBANK|MURRUMBUCCA|MYALLA|NORTH WOLLONGONG NUMERALLA|PEAK VIEW|PINE VALLEY|POLO FLAT|RHINE FALLS|ROSE VALLEY|ROCK FLAT|SHANNONS FLAT|QLD 4810 SPRINGFIELD|THE BROTHERS|TUROSS|WAMBROOK"
2631,NSW,"ANDO","ANDO|BOCO|NSW 2460 CREEWAH|GLEN ALLEN|GREENLANDS|HOLTS FLAT|JINCUMBILLY|KYBEYAN|MOUNT COOPER|NIMMITABEL|STEEPLE FLAT|WINIFRED"
2632,NSW,"BIBBENLUKE","BIBBENLUKE|BONDI FOREST|BOMBALA|VIC 3056 BUKALONG|CAMBALONG|CATHCART|COOLUMBOOKA|CRAIGIE|GUNNINGRAH|LORDS HILL|MERRIANGAAH|MILA|MOUNT DARRAGH|PADDYS FLAT|PALARANG|QUIDONG|ROCKTON|ROSEMEATH"
2633,NSW,"CORROWONG","CORROWONG|DELEGATE|TOMBONG"
2640,NSW,"ALBURY","ALBURY|BUNGOWANNAH|EAST ALBURY|ETTAMOGAH|GLENROY|MOORWATHA|NORTH ALBURY|SOUTH ALBURY|SPLITTERS CREEK|TALMALMO|TABLE TOP|THURGOONA|WEST ALBURY|VIC 3922 WIRLINGA|QLD 4601 WYMAH"
2641,NSW,"HAMILTON VALLEY","HAMILTON VALLEY|LAVINGTON|LAVINGTON DC"
2642,NSW,"BIDGEEMIA","BIDGEEMIA|BROCKLESBY|BURRUMBUTTOCK|GEROGERY|GEEHI|GLENELLEN|GREG GREG|INDI|JAGUMBA|JINDERA|JINGELLIC|KHANCOBAN|MURRAY GORGE|RAND|TOOMA|WALBUNDRIE|VIC 3145 WELAREGANG|WRATHALL|YERONG CREEK"
2643,NSW,"HOWLONG","HOWLONG"
2644,NSW,"BOWNA","BOWNA|COPPABELLA|HOLBROOK|LANKEYS CREEK|MOUNTAIN CREEK|QLD 4207 MULLENGANDRA|WANTAGONG|WOOMARGAMA|YARARA"
2645,NSW,"CULLIVEL","CULLIVEL|URANA"
2646,NSW,"BALLDALE","BALLDALE|COLLENDINA|COREEN|COROWA|DAYSDALE|GOOMBARGANA|HOPEFIELD|LOWESDALE|NYORA|REDLANDS|RINGWOOD|RENNIE|SANGER|SAVERNAKE"
2647,NSW,"MULWALA","MULWALA"
2648,NSW,"CURLWAA","CURLWAA|ELLERSLIE|MOORARA|PINE CAMP|PAN BAN|PARA|POMONA|NSW 2756 POONCARIE|RUFUS|SCOTIA|WENTWORTH"
2649,NSW,"LAUREL HILL","LAUREL HILL"
2650,NSW,"ALFREDTOWN","ALFREDTOWN|ASHMONT|BELFRAYDEN|BIG SPRINGS|BOURKELANDS|BOOROOMA|BOOK BOOK|BORAMBOLA|BOAT HARBOUR BEACH BOMEN|BRUCEDALE|BULGARY|BURRANDANA|CANNING VALE SOUTH CARABOST|NSW 2484 COOKARDINIA|COLLINGULLIE|CURRAWARNA|DHULURA|DOWNSIDE|ESTELLA|EUBERTA|EUNANOREENYA|NSW 2464 GALORE|GELSTON PARK|GOBBAGOMBALIN|GLENFIELD PARK|HAREFIELD|GREGADOO|HILLGROVE|LAKE ALBERT|KYEAMBA|KOORINGAL|LLOYD|MARRICKVILLE SOUTH MAXWELL|MOUNT AUSTIN|MOORONG|NORTH MACKSVILLE|PULLETOP|ROWAN|SAN ISIDORE|SPRINGVALE|TATTON|TOLLAND|THE GAP|TURVEY PARK|WALLACETOWN|WAGGA WAGGA|WANTABADGERY|YATHELLA|YARRAGUNDRY"
2651,NSW,"FOREST HILL","FOREST HILL"
2652,NSW,"BOREE CREEK","BOREE CREEK|BOORGA|COWABBIE|GOOLGOWI|GUMLY GUMLY|GRONG GRONG|QLD 4121 HORNSBY HEIGHTS HUMULA|LADYSMITH|LANDERVALE|MANGOPLAH|MATONG|MARRAR|MERRIWAGGA|MURRULEBALE|OLD JUNEE|VIC 3351 ROSEWOOD|TABBITA|TARCUTTA|VIC 3691 URANQUINTY"
2653,NSW,"BURRA","BURRA|COURABYRA|GLENROY|MARAGLE|MANNUS|MUNDEROO|PADDYS RIVER|TALLOWWOOD RIDGE TARADALE|TUMBARUMBA|WESTDALE|WILLIGOBUNG"
2655,NSW,"FRENCH PARK","FRENCH PARK|THE ROCK|TOOTOOL"
2656,NSW,"BROOKDALE","BROOKDALE|BROOKONG|FARGUNYAH|LOCKHART|MILBRULONG|QLD 4570 URANGELINE|URANGELINE EAST"
2658,NSW,"HENTY","HENTY|MUNYABLA|PLEASANT HILLS|RYAN"
2659,NSW,"ALMA PARK","ALMA PARK|WALLA WALLA"
2660,NSW,"CULCAIRN","CULCAIRN|MOOROOPNA NORTH WEST MORVEN"
2661,NSW,"KAPOOKA","KAPOOKA"
2663,NSW,"ERIN VALE","ERIN VALE|EURONGILLY|JUNEE|MARINNA|WANTIOOL"
2665,NSW,"ARDLETHAN","ARDLETHAN|ARIAH PARK|BARELLAN|BECKOM|BECTRIC|BINYA|KAMARAH|MOOMBOOLDOOL|MIRROOL|QUANDARY|TARA|WALLEROOBIE"
2666,NSW,"COMBANING","COMBANING|DIRNASEER|GIDGINBUNG|GROGAN|JUNEE REEFS|MIMOSA|MORANGARELL|NARRABURRA|PUCAWAN|REEFTON|SEBASTOPOL|SPRINGDALE|TEMORA|TRUNGLEY HALL"
2668,NSW,"BARMEDMAN","BARMEDMAN"
2669,NSW,"ERIGOLIA","ERIGOLIA|GIRRAL|KIKOIRA|MELBERGEN|NARADHAN|TALLIMBA|TULLIBIGEAL|UNGARIE|WEETHALLE"
2671,NSW,"ALLEENA","ALLEENA|BACK CREEK|BURCHER|LAKE COWAL|WA 6799 WEST WYALONG|WYALONG"
2672,NSW,"CURLEW WATERS","CURLEW WATERS|LAKE CARGELLIGO|MURRIN BRIDGE"
2675,NSW,"HILLSTON","HILLSTON|KWINANA TOWN CENTRE LAKE BREWSTER|MONIA GAP|ROTO|WAGGA WAGGA RAAF WALLANTHERY"
2680,NSW,"BENEREMBAH","BENEREMBAH|BILBUL|BEELBANGERA|GRIFFITH|GRIFFITH DC|GRIFFITH EAST|HANWOOD|KOOBA|LAKE WYANGAN|NERICON|THARBOGANG|WARRAWIDGEE|WARBURN|WILLBRIGGIE|WIDGELLI|YOOGALI"
2681,NSW,"MYALL PARK","MYALL PARK|YENDA"
2700,NSW,"BUNDURE","BUNDURE|COLINROOBIE|COROBIMILLA|CUDGEL|EUROLEY|GILLENBAH|MORUNDAH|NAMBUCCA HEADS NARRANDERA|SANDIGO"
2701,NSW,"BERRY JERRY","BERRY JERRY|COOLAMON|METHUL|RANNOCK"
2702,NSW,"GANMAIN","GANMAIN"
2703,NSW,"YANCO","YANCO"
2705,NSW,"BROBENAH","BROBENAH|CORBIE HILL|GOGELDRIE|LEETON|MERUNGLE HILL|MURRAMI|STANBRIDGE|WHITTON"
2707,NSW,"ARGOON","ARGOON|COLEAMBALLY"
2710,NSW,"BARRATTA","BARRATTA|BOOROORBAN|BIRGANBIGIL|BULLATALE|CALDWELL|CALIMO|CONARGO|COREE|DENILIQUIN|HARTWOOD|LINDIFFERON|MATHOURA|QLD 4650 MAYRUNG|MOONBRIA|MORAGO|PRETTY PINE|STEAM PLAINS|STUD PARK|WAKOOL|WANDOOK|WANGANELLA|WARRAGOON|WILLURAH"
2711,NSW,"BOOLIGAL","BOOLIGAL|CARRATHOOL|CHILCOTTS GRASS CLARE|CORRONG|GUNBAR|HAY|HAY SOUTH|KERI KERI|MAUDE|ONE TREE|OXLEY|WAUGORAH|YANGA"
2712,NSW,"BERRIGAN","BERRIGAN|BOOMANOOMANA"
2713,NSW,"BLIGHTY","BLIGHTY|FINLEY|LIMEBURNERS CREEK LITTLE LONSDALE STREET LOGIE BRAE|MYRTLE PARK"
2714,NSW,"ARATULA","ARATULA|PINE LODGE|TOCUMWAL|TUPPAL"
2715,NSW,"ARUMPO","ARUMPO|BALRANALD|HATFIELD|KYALITE|MUNGO"
2716,NSW,"GALA VALE","GALA VALE|FOUR CORNERS|JERILDERIE|MAIRJIMMY|MABINS WELL"
2717,NSW,"COOCHIEMUDLO ISLAND COOMEALLA","COOCHIEMUDLO ISLAND COOMEALLA|DARETON"
2720,NSW,"ARGALONG","ARGALONG|BLACKMANS POINT BLOWERING|BOMBOWLEE|BUDDONG|COURAGAGO|VIC 3200 GADARA|GILMORE|GOCUP|JONES BRIDGE|KILLIMICAT|LACMALAC|LITTLE RIVER|MINJARY|MUCKLEFORD SOUTH MUNDONGO|PINBEYAN|RED HILL|TALBINGO|TUMORRAMA|TUMUT|TUMUT PLAINS|WEREBOLDERA|WERMATONG|WINDOWIE|YARRANGOBILLY|WYANGLE"
2721,NSW,"BLAND","BLAND|QUANDIALLA"
2722,NSW,"BRUNGLE","BRUNGLE|BRUNGLE CREEK|BURRA CREEK|DARBALARA|GUNDAGAI|MUTTAMA|NANGUS|RENO|SOUTH GUNDAGAI"
2725,NSW,"STOCKINBINGAL","STOCKINBINGAL"
2726,NSW,"COONEYS CREEK","COONEYS CREEK|JUGIONG"
2727,NSW,"ADJUNGBILLY","ADJUNGBILLY|COOLAC|GOBARRALONG"
2729,NSW,"ADELONG","ADELONG|BANGADANG|BLACK CREEK|CALIFAT|COOLEYS CREEK|DARLOW|ELLERSLIE|GRAHAMSTOWN|MOUNT ADRAH|MUNDARLO|MOUNT DEBATEABLE MOUNT HOREB|SANDY GULLY|SHARPS CREEK|TUMBLONG|WONDALGA|WESTWOOD|YAVEN CREEK"
2730,NSW,"NSW 2528 BATLOW","NSW 2528 BATLOW|GREEN HILLS|KUNAMA|LOWER BAGO"
2731,NSW,"BUNNALOO","BUNNALOO|MOAMA|VIC 3701 TANTONAN|THYRA|WOMBOOTA"
2732,NSW,"BARHAM","BARHAM|BURRABOI|WA 6850 COBRAMUNGA|GONN|NOORONG|THULE|TRARALGON SOUTH TULLAKOOL"
2733,NSW,"DHURAGOON","DHURAGOON|MOULAMEIN|NIEMUR"
2734,NSW,"CUNNINYEUK","CUNNINYEUK|DILPURRA|MALLAN|MELLOOL|MOOLPA|MURRAY DOWNS|ST KILDA ROAD CENTRAL STONY CROSSING|TOORANIE|WETUPPA"
2735,NSW,"KORALEIGH","KORALEIGH|SPEEWA"
2736,NSW,"GOODNIGHT","GOODNIGHT|TOOLEYBUC"
2737,NSW,"EUSTON","EUSTON"
2738,NSW,"GOL GOL","GOL GOL|MALLEE|MONAK|NSW 2463 PARINGI|TRENTHAM CLIFFS"
2739,NSW,"BOEILL CREEK","BOEILL CREEK|BURONGA|MOURQUONG"
2745,NSW,"GLENMORE PARK","GLENMORE PARK|GREENDALE|LUDDENHAM|MULGOA|REGENTVILLE|WALLACIA"
2747,NSW,"CAMBRIDGE PARK","CAMBRIDGE PARK|CADDENS|JORDAN SPRINGS|KINGSWOOD|LLANDILO|SHANE PARK|SHANES PARK|WERRINGTON"
2748,NSW,"ORCHARD HILLS","ORCHARD HILLS"
2749,NSW,"CARRAJUNG SOUTH CASTLEREAGH","CARRAJUNG SOUTH CASTLEREAGH|CRANEBROOK"
2750,NSW,"EMU HEIGHTS","EMU HEIGHTS|EMU PLAINS|JAMISONTOWN|LEONAY|PENRITH|PENRITH PLAZA|PENRITH SOUTH|SOUTH PENRITH"
2751,NSW,"PENRITH","PENRITH"
2752,NSW,"BRERETON","BRERETON|SILVERDALE|WARRAGAMBA"
2753,NSW,"AGNES BANKS","AGNES BANKS|GROSE VALE|GROSE WOLD|HOBARTVILLE|LONDONDERRY|RICHMOND|YARRAMUNDI"
2754,NSW,"TENNYSON","TENNYSON|THE SLOPES"
2756,NSW,"BLIGH PARK","BLIGH PARK|CENTRAL COLO|CATTAI|CLARENDON|QLD 4563 CORNWALLIS|COLO|COLO HEIGHTS|EBENEZER|NSW 2260 FREEMANS REACH|GLOSSODIA|LOWER PORTLAND|MCGRATHS HILL|MAROOTA|MELLONG|MULGRAVE|PITT TOWN|SACKVILLE|SACKVILLE NORTH|SCHEYVILLE|SOUTH WINDSOR|SOUTH MAROOTA|UPPER COLO|WILBERFORCE|QLD 4702 WINDSOR|WINDSOR DOWNS|WOMERAH"
2757,NSW,"KURMOND","KURMOND"
2758,NSW,"BERAMBING","BERAMBING|BILPIN|BLAXLANDS RIDGE|EAST KURRAJONG|KURRAJONG|NSW 2627|SA 5255 MOUNT TOMAH|WHEENY CREEK"
2759,NSW,"ERSKINE PARK","ERSKINE PARK|ST CLAIR"
2760,NSW,"COLYTON","COLYTON|NORTH ST MARYS|OXLEY PARK|WA 6168 ROPES CROSSING|ST MARYS|ST MARYS EAST|STEWART CREEK VALLEY ST MARYS SOUTH"
2761,NSW,"COLEBEE","COLEBEE|DEAN PARK|GLENDENNING|HASSALL GROVE|PLUMPTON"
2762,NSW,"SCHOFIELDS","SCHOFIELDS|TALLAWONG"
2763,NSW,"ACACIA GARDENS","ACACIA GARDENS|NIRIMBA FIELDS|QUAKERS HILL"
2765,NSW,"ANGUS","ANGUS|BERKSHIRE PARK|BOOMERANG BEACH BORDERTOWN SOUTH BOX HILL|FRANKSTON NORTH GABLES|GRANTHAM FARM|MARAYLYA|MELONBA|MARSDEN PARK|NARRAPUMELAP SOUTH NELSON|OAKVILLE|RIVERSTONE|RICHARDS|VINEYARD"
2766,NSW,"EASTERN CREEK","EASTERN CREEK|ROOTY HILL"
2767,NSW,"BUNGARRIBEE","BUNGARRIBEE|DOONSIDE|WOODCROFT"
2768,NSW,"GLENWOOD","GLENWOOD|PARKLEA"
2769,NSW,"THE PONDS","THE PONDS"
2770,NSW,"BIDWILL","BIDWILL|BLACKETT|DHARRUK|EMERTON|HEBERSHAM|LETHBRIDGE PARK|MINCHINBURY|MOUNT DRUITT|MURRAY BRIDGE NORTH|SHALVEY|TREGEAR|WHALAN|WILLMOT"
2773,NSW,"GLENBROOK","GLENBROOK|LAPSTONE"
2774,NSW,"BLAXLAND","BLAXLAND|BLAXLAND EAST|MOUNT MAGNIFICENT|WARRIMOO"
2775,NSW,"FERNANCES","FERNANCES|GUNDERMAN|LAUGHTONDALE|LEETS VALE|LONGWARRY NORTH|MARLOW|MOGO CREEK|SINGLETONS MILL|SPENCER|SPRINGDALE HEIGHTS ST ALBANS|WEBBS CREEK|WISEMANS FERRY|WRIGHTS CREEK"
2776,NSW,"FAULCONBRIDGE","FAULCONBRIDGE"
2777,NSW,"SPRINGWOOD","SPRINGWOOD|SUN VALLEY|VALLEY HEIGHTS|WINMALEE|YELLOW ROCK"
2778,NSW,"LINDEN","LINDEN|WOODFORD"
2779,NSW,"HAZELBROOK","HAZELBROOK"
2780,NSW,"KATOOMBA","KATOOMBA|KATOOMBA DC|LEURA|MEDLOW BATH"
2782,NSW,"KEDUMBA","KEDUMBA"
2783,NSW,"LAWSON","LAWSON"
2784,NSW,"BULLABURRA","BULLABURRA"
2785,NSW,"BLACKHEATH","BLACKHEATH"
2786,NSW,"BELL","BELL|DARGAN|MOUNT WILSON|MOUNT IRVINE|MOUNT VICTORIA"
2787,NSW,"BELOON","BELOON|BIMLOW|BINDOOK|BLACK SPRINGS|CHATHAM VALLEY|DUCKMALOI|EDITH|ESSINGTON|GINGKIN|GURNANG|HAZELGROVE|JOORILAND|KANANGRA|JAUNTER|KOWMUNG|MAYFIELD|MOZART|MOUNT OLIVE|MOUNT WERONG|NURENMERENMONG OBERON|PORTERS RETREAT|SHOOTERS HILL|TARANA|THE MEADOWS|YERRANDERIE"
2790,NSW,"BEN BULLEN","BEN BULLEN|BLACKMANS FLAT|BOWENFELS|CLARENCE|CLIFFORD GARDENS COBAR PARK|CORNEY TOWN|CULLEN BULLEN|DOCTORS GAP|GANBENANG|GOOD FOREST|HARTLEY|HARTLEY VALE|HASSANS WALLS|HAMPTON|HERMITAGE FLAT|KANIMBLA|JENOLAN|LIDSDALE|LITHGOW|LITTLE HARTLEY|LITTLETON|LOWTHER|MCKELLARS PARK|MARRANGAROO|MORTS ESTATE|MOUNT LAMBIE|NEWNES|NEWNES PLATEAU|OAKEY PARK|PORT AUGUSTA NORTH POTTERY ESTATE|ROWLANDS CREEK RYDAL|SHEEDYS GULLY|SODWALLS|STATE MINE GULLY|SOUTH LITTLETON|VALE OF CLWYDD|WOLGAN VALLEY|WOLLANGAMBE"
2791,NSW,"CARCOAR","CARCOAR|ERROWANBANG"
2792,NSW,"BURNT YARDS","BURNT YARDS|MANDURAMA"
2793,NSW,"DARBYS FALLS","DARBYS FALLS|ROSEBERG|WOODSTOCK"
2794,NSW,"BUMBALDRY","BUMBALDRY|COWRA|HOVELLS CREEK|MOUNT COLLINS|WATTAMONDARA"
2795,NSW,"ABERCROMBIE","ABERCROMBIE|BALLYROE|BALD RIDGE|ARKELL|ARKSTONE|BATHAMPTON|BATHURST|BATHURST WEST|BILLYWILLINGA|BRUINBUN|BREWONGLE|BURRAGA|CALOOLA|NSW 2775 CHARLTON|CHRISTIES BEACH NORTH CLEAR CREEK|QLD 4630 COPPERHANNIA|COLO|VIC 3666 CRUDINE|CURRAGH|COW FLAT|DARK CORNER|DUNKELD|DIAMANTINA LAKES DOG ROCKS|NSW 2372 DURAMANA|EVANS PLAINS|NSW 2650 EGLINTON|FOREST GROVE|GEMALLA|FREEMANTLE|GEORGES PLAINS|FOSTERS VALLEY|GILMANDYKE|GORMANS HILL|GOWAN|GLANMIRE|ISABELLA|HOBBYS YARDS|JACKY BULBIN FLAT JEREMY|JUDDS CREEK|KELSO|KILLONGBUTTA|LAFFING WATERS|KIRKCONNELL|LOCKSLEY|LIMEKILNS|LLANARTH|MILKERS FLAT|MILLAH MURRAH|MEADOW FLAT|MITCHELL|MOORILDA|MOUNT DAVID|MOUNT MACARTHUR MOUNT RANKIN|NEWBRIDGE|NAPOLEON REEF|CONNELL|PALMERS OAKY|PERTHVILLE|PEEL|PALING YARDS|RAGLAN|ROCKLEY|ROCKLEY MOUNT|ROBIN HILL|ROCK FOREST|SOFALA|SMEATON GRANGE SOUTH BATHURST|VIC 3351|SUNNY CORNER|TANNAS MOUNT|TRIANGLE FLAT|THE ROCKS|TRUNKEY CREEK|THE LAGOON|WALANG|TURONDALE|UPPER TURON|TWENTY FORESTS|WATTLE FLAT|WATTON|QLD 4892 WEST BATHURST|WAMBOOL|WILLOWS GEMFIELDS WINDRADYNE|QLD 4700 WHITE ROCK|WIAGDON|WIMBLEDON|WINBURNDALE|WISEMANS CREEK|YARRAS|YETHOLME"
2797,NSW,"GARLAND","GARLAND|LYNDHURST"
2798,NSW,"FOREST REEFS","FOREST REEFS|GUYONG|MILLTHORPE|SPRING TERRACE|TALLWOOD"
2799,NSW,"BARRY","BARRY|BLAYNEY|BROWNS CREEK|NSW 2257 KINGS PLAINS|NEVILLE|QLD 4850 VITTORIA"
2800,NSW,"BELGRAVIA","BELGRAVIA|BOREE|BORENORE|CADIA|BYNG|CANOBOLAS|CARGO|CLERGATE|CLIFTON GROVE|EMU SWAMP|FOUR MILE CREEK|HUNTLEY|KANGAROOBIE|KERRS CREEK|LEFTHAND BRANCH LIDSTER|LEWIS PONDS|MARCH|LOWER BEECHMONT LUCKNOW|MULLION CREEK|NASHDALE|OPHIR|ORANGE|ORANGE DC|ORANGE EAST|PANUARA|SHADFORTH|SPRING HILL|SPRINGSIDE|SPRING CREEK|WALDEGRAVE|QLD 4570 WILLOUGHBY EAST WINDERA"
2803,NSW,"NSW 2325","NSW 2325|CROWTHER|WIRRIMAH"
2804,NSW,"BILLIMARI","BILLIMARI|CANOWINDRA|MOORBEL|NYRANG CREEK"
2805,NSW,"GOOLOOGONG","GOOLOOGONG"
2806,NSW,"EUGOWRA","EUGOWRA"
2807,NSW,"KOORAWATHA","KOORAWATHA"
2808,NSW,"WYANGALA","WYANGALA"
2809,NSW,"GREENETHORPE","GREENETHORPE"
2810,NSW,"BIMBI","BIMBI|WA 6155 CARAGABAL|GLENELG|GRENFELL|PINEY RANGE|PINNACLE|PULLABOOKA|WARRADERRY"
2817,NSW,"TOORAWEENAH","TOORAWEENAH|TONDERBURINE"
2818,NSW,"BENOLONG","BENOLONG|GEURIE|PONTO|TERRABELLA"
2820,NSW,"APSLEY","APSLEY|BAKERS SWAMP|ARTHURVILLE|BODANGORA|COMOBELLA|CURRA CREEK|DRIPSTONE|FARNHAM|GOLLAN|MARYVALE|MOUNT AQUILA|MOOKERAWA|MOUNT ARTHUR|MONTEFIORES|MUMBIL|NEUREA|SPICERS CREEK|STUART TOWN|SUNTOP|WALMER|QLD 4012 WELLINGTON|WUULUMAN|YARRAGAL"
2821,NSW,"BURROWAY","BURROWAY|NARROMINE"
2822,NSW,"BALLADORAN","BALLADORAN|EUMUNGERIE"
2823,NSW,"BUNDEMAR","BUNDEMAR|CATHUNDRAL|QLD 4357 DANDALOO|GIN GIN|TRANGIE"
2824,NSW,"BEEMUNNEL","BEEMUNNEL|BULLAGREEN|EENAWEENA|MARTHAGUY|MOUNT HARRIS|MOUNT FOSTER|OXLEY|PINE CLUMP|PIGEONBAH|RED HILL|RAVENSWOOD|SNAKES PLAIN|TENANDRA|WARREN"
2825,NSW,"BABINDA","BABINDA|BUDDABADAH|NSW 2560 CANONBA|HONEYBUGLE|MIANDETTA|MURRAWOMBIE|MULLA|MULLENGUDGERY|NYNGAN|PANGEE"
2826,NSW,"BOGAN","BOGAN|NEVERTIRE"
2827,NSW,"BEARBONG","BEARBONG|NSW 2082 BIDDON|BREELONG|COLLIE|CURBAN|GEMINI MOUNTAINS GILGANDRA|MERRIGAL"
2828,NSW,"ARMATREE","ARMATREE|BOURBAH|BLACK HOLLOW|GULARGAMBONE|QUANDA|WARRUMBUNGLE"
2829,NSW,"BETE BOLONG NORTH BILLEROY","BETE BOLONG NORTH BILLEROY|COMBARA|COONAMBLE|CONIMBIA|GILGOOMA|QLD 4222 GUNGALMAN|MAGOMETON|NEBEA|PINE GROVE|TERIDGERIE|TOOLOON|URAWILKIE|WINGADEE"
2830,NSW,"BALLIMORE","BALLIMORE|BROCKLEHURST|DUBBO|DUBBO EAST|DUBBO GROVE|DUBBO WEST|GOONOO FOREST|KICKABIL|MINORE|MOGRIGUY|RAWSONVILLE|TOONGI|WAMBANGALANG"
2831,NSW,"BYROCK","BYROCK|CARINDA|COOLABAH|ELONG ELONG|GIRILAMBONE|HERMIDALE|MERRYGOEN|NEILREX|NYMAGEE|QUAMBONE|THE MARRA|WONGARBON"
2832,NSW,"COME BY CHANCE","COME BY CHANCE|CUMBORAH|CRYON|WALGETT"
2833,NSW,"COLLARENEBRI","COLLARENEBRI"
2834,NSW,"ANGLEDOOL","ANGLEDOOL|LIGHTNING RIDGE"
2835,NSW,"BULLA","BULLA|NSW 2540 CANBELEGO|COBAR|CRESSBROOK CREEK CUBBA|IRYMPLE|KERRIGUNDI|KULWIN|NOONA|SALISBURY EAST NORTHBRI SANDY CREEK|TINDAREY"
2836,NSW,"WILCANNIA","WILCANNIA|WEST PENNANT HILLS WHITE CLIFFS"
2838,NSW,"GOODOOGA","GOODOOGA"
2839,NSW,"BREWARRINA","BREWARRINA|COLLERINA|GONGOLGON|NARRAN LAKE|TALAWANTA|WEILMORINGLE"
2840,NSW,"BARRINGUN","BARRINGUN|BOURKE|ENNGONIA|QLD 4860 FORDS BRIDGE|GUNDERBOOKA|GUMBALIE|HOLLAND PARK WEST HORNSBY WESTFIELD HUNGERFORD|LOUTH|NORTH BOURKE|TILPA|WANAARING|YANTABULLA"
2842,NSW,"MENDOORAN","MENDOORAN|MOLLYAN|YARRAGRIN"
2843,NSW,"COOLAH","COOLAH"
2844,NSW,"BIRRIWA","BIRRIWA|COBBORA|DUNEDOO|LEADVILLE"
2845,NSW,"WALLERAWANG","WALLERAWANG"
2846,NSW,"CANNING BRIDGE CAPERTEE","CANNING BRIDGE CAPERTEE|GLEN DAVIS|ROUND SWAMP"
2847,NSW,"PORTLAND","PORTLAND"
2848,NSW,"BROGANS CREEK","BROGANS CREEK|CLANDULLA|CHARBON|KANDOS"
2849,NSW,"BOGEE","BOGEE|BUDDEN|CAMBOON|BYLONG|CARWELL|COGGAN|DABEE|COXS CREEK|COXS CROWN|DUNGEREE|DUNVILLE LOOP|GINGHI|GLEN ALICE|GROWEE|KELGOOLA|LEE CREEK|MOUNT MARSDEN|MURRUMBO|PINNACLE SWAMP|WA 6225 PYANGLE|QLD 4029 RYLSTONE|UPPER BROOKFIELD UPPER NILE|UPPER BYLONG|UPPER GROWEE|WIRRABA"
2850,NSW,"APPLE TREE FLAT","APPLE TREE FLAT|AARONS PASS|BARA|AVISFORD|BARIGAN|BOCOBLE|BOTOBOLAR|BOMBIRA|BUDGEE BUDGEE|WA 6009 BROUGHTON RIVER VALLEY BUCKAROO|CAERLEON|VIC 3124 CANADIAN LEAD|BURRUNDULLA|CARCALGONG|COOKS GAP|COLLINGWOOD|COOYAL|CULLENBONE|CROSS ROADS|CUMBO|CUDGEGONG|EURUNDEREE|ERUDGERE|GALAMBINE|FROG ROCK|GRATTAI|GREEN GULLY|HAVILAH|HARGRAVES|HAYES GAP|HILL END|HOME RULE|ILFORD|KAINS FLAT|LINBURN|MAITLAND BAR|LOWER BROUGHTON LUE|MEROO|MENAH|MILROY|MOOLARBEN|MONIVAE|MOGO|MOUNT SURROUND MUDGEE|MUNGHORN|MOUNT KNOWLES|MULLAMUDDY|MOUNT FROME|PIAMBONG|PUTTA BUCCA|PYRAMUL|QUEENS PINCH|RUNNING STREAM|RIVERLEA|SALLYS FLAT|STONY CREEK|ST FILLANS|SPRING FLAT|TAMBAROORA|TOTNES VALLEY|TRIAMBLE|TICHULAR|TURILL|ULAN|ULLAMALLA|TWELVE MILE|WILBETREE|WILPINJONG|WOLLAR|WINDEYER|YARRAWONGA|WORLDS END|YARRABIN"
2852,NSW,"BARNEYS REEF","BARNEYS REEF|BERYL|BUNGABA|COPE|CUMBANDRY|GOOLMA|GUNTAWANG|GULGONG|MEROTHERIE|MEBUL|STUBBO|NSW 2127 TALLAWANG|TWO MILE FLAT"
2864,NSW,"BOWAN PARK","BOWAN PARK|CUDAL|MURGA|TOOGONG"
2865,NSW,"BOCOBRA","BOCOBRA|GUMBLE|MANILDRA"
2866,NSW,"AMAROO","AMAROO|BOOMEY|CUNDUMBUL|EUCHAREENA|GARRA|LARRAS LEE|MOLONG"
2867,NSW,"BALDRY","BALDRY|CUMNOCK|EURIMBLA|LOOMBAH|YULLUNDRY"
2868,NSW,"BOORHAMAN NORTH BOURNEWOOD","BOORHAMAN NORTH BOURNEWOOD|OBLEY|YEOVAL"
2869,NSW,"PEAK HILL","PEAK HILL|TREWILGA|TOMINGLEY"
2870,NSW,"ALECTOWN","ALECTOWN|BUMBERRY|COMMISSIONERS CREEK COOKAMIDGERA|COOKS MYALLS|DAROOBALGIE|GOONUMBLA|MANDAGERY|PARKES|TICHBORNE"
